Row,Column
9,146
9,147
9,148
10,146
10,147
10,148
10,149
10,150
11,146
11,147
11,148
11,149
11,150
11,151
11,152
11,153
11,161
11,162
12,146
12,147
12,148
12,149
12,150
12,151
12,152
12,153
12,154
12,155
12,156
12,157
12,158
12,159
12,160
12,161
12,162
13,147
13,148
13,149
13,150
13,151
13,152
13,153
13,154
13,155
13,156
13,157
13,158
13,159
13,160
13,161
13,162
14,147
14,148
14,149
14,150
14,151
14,152
14,153
14,154
14,155
14,156
14,157
14,158
14,159
14,160
14,161
14,162
15,147
15,148
15,149
15,150
15,151
15,152
15,153
15,154
15,155
15,156
15,157
15,158
15,159
15,160
15,161
16,148
16,149
16,150
16,151
16,152
16,153
16,154
16,155
16,156
16,157
16,158
16,159
16,160
16,161
17,148
17,149
17,150
17,151
17,152
17,153
17,154
17,155
17,156
17,157
17,158
17,159
17,160
18,148
18,149
18,150
18,151
18,152
18,153
18,154
18,155
18,156
18,157
18,158
18,159
18,160
19,148
19,149
19,150
19,151
19,152
19,153
19,154
19,155
19,156
19,157
19,158
19,159
19,160
20,148
20,149
20,150
20,151
20,152
20,153
20,154
20,155
20,156
20,157
20,158
20,159
21,148
21,149
21,150
21,151
21,152
21,153
21,154
21,155
21,156
21,157
21,158
21,159
22,148
22,149
22,150
22,151
22,152
22,153
22,154
22,155
22,156
22,157
22,158
22,159
23,148
23,149
23,150
23,151
23,152
23,153
23,154
23,155
23,156
23,157
23,158
23,159
24,147
24,148
24,149
24,150
24,151
24,152
24,153
24,154
24,155
24,156
24,157
24,158
24,159
25,147
25,148
25,149
25,150
25,151
25,152
25,153
25,154
25,155
25,156
25,157
25,158
25,159
25,160
26,147
26,148
26,149
26,150
26,151
26,152
26,153
26,154
26,155
26,156
26,157
26,158
26,159
26,160
27,147
27,148
27,149
27,150
27,151
27,152
27,153
27,154
27,155
27,156
27,157
27,158
27,159
27,160
28,147
28,148
28,149
28,150
28,151
28,152
28,153
28,154
28,155
28,156
28,157
28,158
28,159
29,147
29,148
29,149
29,150
29,151
29,152
29,153
29,154
29,155
29,156
29,157
29,158
29,159
30,146
30,147
30,148
30,149
30,150
30,151
30,152
30,153
30,154
30,155
30,156
30,157
30,158
30,159
31,146
31,147
31,148
31,149
