Row,Column
85,26
85,27
85,28
85,29
85,30
85,31
85,32
85,33
85,34
85,35
85,36
85,37
85,38
85,39
85,41
85,42
85,43
85,44
85,45
85,46
85,47
85,48
85,49
85,50
85,51
85,52
85,53
85,54
85,55
85,56
85,57
85,58
85,59
85,60
85,61
85,86
85,87
85,88
85,89
85,90
85,91
85,92
85,93
85,94
85,95
85,96
85,97
85,98
85,98
85,99
85,99
85,100
85,101
85,102
85,102
85,103
85,104
85,105
85,106
85,107
85,108
85,109
85,110
85,111
85,112
85,113
86,19
86,20
86,21
86,22
86,23
86,24
86,25
86,26
86,27
86,28
86,29
86,30
86,31
86,32
86,33
86,34
86,35
86,36
86,37
86,38
86,39
86,41
86,42
86,43
86,44
86,45
86,46
86,47
86,48
86,49
86,50
86,51
86,52
86,53
86,54
86,55
86,56
86,57
86,58
86,59
86,60
86,61
86,62
86,65
86,66
86,86
86,87
86,89
86,90
86,91
86,92
86,93
86,94
86,95
86,96
86,97
86,97
86,98
86,99
86,100
86,101
86,102
86,103
86,104
86,104
86,105
86,105
86,106
86,107
86,108
86,109
86,110
86,111
86,112
86,113
87,19
87,20
87,21
87,22
87,24
87,25
87,26
87,27
87,28
87,29
87,30
87,31
87,32
87,33
87,34
87,35
87,36
87,37
87,38
87,39
87,41
87,42
87,43
87,44
87,45
87,46
87,47
87,48
87,49
87,50
87,51
87,52
87,53
87,54
87,55
87,56
87,57
87,58
87,59
87,60
87,61
87,62
87,65
87,66
87,67
87,68
87,69
87,70
87,71
87,72
87,73
87,74
87,76
87,77
87,86
87,87
87,88
87,89
87,90
87,91
87,92
87,93
87,94
87,95
87,96
87,96
87,97
87,97
87,98
87,99
87,99
87,100
87,101
87,102
87,103
87,104
87,105
87,105
87,106
87,107
87,108
87,108
87,109
87,109
87,110
87,110
87,111
87,111
87,112
88,20
88,21
88,25
88,26
88,27
88,28
88,29
88,30
88,31
88,32
88,33
88,34
88,35
88,36
88,37
88,38
88,39
88,40
88,41
88,42
88,43
88,44
88,45
88,46
88,47
88,48
88,49
88,50
88,51
88,52
88,53
88,54
88,55
88,56
88,57
88,58
88,59
88,60
88,61
88,62
88,63
88,64
88,65
88,66
88,67
88,68
88,69
88,70
88,71
88,72
88,73
88,74
88,75
88,76
88,77
88,78
88,85
88,86
88,87
88,88
88,89
88,90
88,91
88,92
88,93
88,94
88,95
88,96
88,96
88,97
88,97
88,98
88,98
88,99
88,99
88,100
88,101
88,102
88,103
88,103
88,104
88,104
88,105
88,105
88,106
88,107
88,108
88,109
88,110
88,110
88,111
88,112
89,20
89,21
89,25
89,26
89,27
89,28
89,29
89,30
89,31
89,32
89,33
89,34
89,35
89,36
89,37
89,38
89,39
89,40
89,41
89,42
89,43
89,44
89,45
89,46
89,47
89,48
89,49
89,50
89,51
89,52
89,53
89,54
89,55
89,56
89,57
89,58
89,59
89,60
89,61
89,62
89,63
89,64
89,65
89,66
89,67
89,68
89,69
89,70
89,71
89,72
89,73
89,74
89,75
89,76
89,77
89,78
89,85
89,86
89,87
89,88
89,89
89,90
89,91
89,92
89,93
89,94
89,95
89,96
89,97
89,98
89,99
89,100
89,100
89,101
89,101
89,102
89,102
89,103
89,104
89,105
89,105
89,106
89,107
89,108
89,109
89,110
90,20
90,21
90,22
90,25
90,26
90,27
90,28
90,29
90,30
90,31
90,32
90,33
90,34
90,35
90,36
90,37
90,38
90,39
90,40
90,41
90,42
90,43
90,44
90,45
90,46
90,47
90,48
90,49
90,50
90,51
90,52
90,53
90,54
90,55
90,56
90,57
90,58
90,59
90,60
90,61
90,62
90,63
90,64
90,66
90,67
90,68
90,69
90,70
90,71
90,72
90,73
90,74
90,75
90,76
90,77
90,78
90,80
90,81
90,83
90,84
90,85
90,86
90,88
90,89
90,90
90,91
90,92
90,93
90,94
90,95
90,96
90,97
90,98
90,99
90,100
90,101
90,102
90,103
90,104
90,105
90,105
90,106
90,106
90,107
90,107
90,108
90,109
90,110
90,111
90,112
91,21
91,22
91,26
91,27
91,28
91,29
91,30
91,31
91,32
91,33
91,34
91,35
91,36
91,37
91,38
91,39
91,40
91,41
91,42
91,43
91,44
91,45
91,46
91,47
91,48
91,49
91,50
91,51
91,52
91,53
91,54
91,55
91,56
91,57
91,58
91,59
91,60
91,61
91,62
91,63
91,64
91,65
91,66
91,67
91,68
91,69
91,70
91,71
91,72
91,73
91,74
91,75
91,76
91,77
91,78
91,79
91,80
91,81
91,82
91,83
91,84
91,85
91,86
91,87
91,88
91,89
91,90
91,91
91,92
91,93
91,94
91,95
91,96
91,97
91,98
91,99
91,100
91,101
91,102
91,103
91,104
91,105
91,106
91,107
91,108
91,109
91,111
91,112
92,21
92,22
92,23
92,24
92,25
92,26
92,27
92,28
92,29
92,30
92,31
92,32
92,33
92,34
92,35
92,36
92,37
92,38
92,39
92,40
92,41
92,42
92,43
92,44
92,45
92,46
92,47
92,48
92,49
92,50
92,51
92,52
92,53
92,54
92,55
92,56
92,57
92,58
92,59
92,60
92,61
92,62
92,63
92,64
92,65
92,66
92,67
92,68
92,69
92,70
92,71
92,72
92,73
92,74
92,75
92,76
92,77
92,78
92,79
92,80
92,81
92,82
92,83
92,84
92,85
92,86
92,87
92,88
92,89
92,90
92,91
92,92
92,93
92,94
92,95
92,96
92,97
92,98
92,99
92,100
92,101
92,102
92,103
92,104
92,105
92,106
92,107
92,108
92,111
92,113
93,21
93,22
93,23
93,24
93,25
93,26
93,27
93,28
93,29
93,30
93,31
93,32
93,33
93,34
93,35
93,36
93,37
93,38
93,39
93,40
93,41
93,42
93,43
93,44
93,45
93,46
93,47
93,48
93,49
93,50
93,51
93,52
93,53
93,54
93,55
93,56
93,57
93,58
93,59
93,60
93,61
93,62
93,63
93,64
93,65
93,66
93,67
93,68
93,69
93,70
93,71
93,72
93,73
93,74
93,75
93,76
93,77
93,78
93,79
93,80
93,81
93,82
93,83
93,84
93,85
93,86
93,87
93,88
93,89
93,90
93,91
93,92
93,93
93,94
93,95
93,96
93,97
93,98
93,99
93,100
93,101
93,102
93,103
93,104
93,105
93,106
93,107
93,113
93,114
94,22
94,23
94,24
94,25
94,26
94,27
94,28
94,29
94,30
94,31
94,32
94,33
94,34
94,35
94,36
94,37
94,38
94,39
94,40
94,41
94,42
94,43
94,44
94,45
94,46
94,47
94,48
94,49
94,50
94,51
94,52
94,53
94,54
94,55
94,56
94,57
94,58
94,59
94,60
94,61
94,62
94,63
94,64
94,65
94,66
94,68
94,69
94,70
94,71
94,72
94,73
94,74
94,75
94,76
94,77
94,78
94,79
94,80
94,81
94,82
94,83
94,84
94,85
94,86
94,87
94,88
94,89
94,90
94,91
94,92
94,93
94,94
94,95
94,96
94,97
94,98
94,99
94,100
94,101
94,102
94,103
94,104
94,105
95,22
95,23
95,24
95,25
95,26
95,27
95,28
95,29
95,30
95,31
95,32
95,33
95,34
95,35
95,36
95,37
95,38
95,39
95,40
95,41
95,42
95,43
95,44
95,45
95,46
95,47
95,48
95,49
95,50
95,51
95,52
95,53
95,54
95,55
95,56
95,57
95,58
95,59
95,60
95,61
95,62
95,63
95,64
95,65
95,66
95,67
95,68
95,69
95,70
95,71
95,72
95,73
95,74
95,75
95,76
95,77
95,78
95,79
95,80
95,81
95,82
95,83
95,84
95,85
95,86
95,87
95,87
95,88
95,89
95,90
95,91
95,92
95,93
95,94
95,95
95,96
95,97
95,98
95,99
95,102
95,103
95,104
96,22
96,23
96,24
96,25
96,26
96,27
96,28
96,31
96,32
96,33
96,34
96,35
96,36
96,37
96,38
96,39
96,40
96,41
96,42
96,43
96,44
96,45
96,46
96,47
96,48
96,49
96,50
96,51
96,52
96,53
96,54
96,55
96,56
96,57
96,58
96,59
96,60
96,61
96,62
96,63
96,64
96,65
96,66
96,67
96,68
96,69
96,70
96,71
96,72
96,78
96,82
96,83
96,84
96,86
96,87
96,88
96,89
96,90
96,91
96,92
96,93
96,94
96,95
96,96
96,97
96,98
96,99
96,100
96,101
96,102
96,103
96,104
97,22
97,23
97,24
97,25
97,26
97,27
97,28
97,30
97,31
97,32
97,33
97,34
97,35
97,36
97,37
97,38
97,39
97,40
97,41
97,42
97,43
97,44
97,45
97,46
97,47
97,48
97,49
97,50
97,51
97,52
97,56
97,57
97,58
97,59
97,60
97,61
97,62
97,63
97,64
97,65
97,66
97,67
97,68
97,69
97,70
97,71
97,72
97,83
97,84
97,88
97,89
97,90
97,91
97,92
97,93
97,94
97,95
97,96
97,97
97,97
97,98
97,98
97,99
97,99
97,100
97,101
97,102
97,103
97,104
98,21
98,22
98,23
98,24
98,25
98,26
98,27
98,29
98,30
98,31
98,32
98,33
98,34
98,35
98,36
98,37
98,38
98,39
98,40
98,41
98,42
98,43
98,44
98,45
98,46
98,47
98,48
98,49
98,50
98,51
98,52
98,53
98,54
98,55
98,56
98,57
98,58
98,59
98,60
98,61
98,62
98,63
98,64
98,65
98,66
98,67
98,68
98,69
98,70
98,71
98,72
98,82
98,83
98,84
98,87
98,88
98,89
98,90
98,91
98,92
98,93
98,94
98,95
98,96
98,97
98,98
98,99
98,101
98,102
98,103
98,104
99,23
99,24
99,25
99,26
99,28
99,29
99,30
99,31
99,32
99,33
99,34
99,35
99,36
99,37
99,38
99,39
99,40
99,41
99,42
99,43
99,44
99,45
99,46
99,47
99,48
99,49
99,50
99,51
99,52
99,53
99,54
99,55
99,56
99,57
99,58
99,59
99,60
99,61
99,62
99,63
99,64
99,65
99,66
99,67
99,68
99,69
99,71
99,72
99,73
99,82
99,83
99,84
99,87
99,88
99,89
99,91
99,92
99,93
99,94
99,95
99,96
99,97
99,97
99,98
99,99
99,100
99,101
99,102
99,103
99,104
99,111
99,112
99,113
100,23
100,28
100,29
100,30
100,31
100,32
100,33
100,34
100,35
100,36
100,37
100,38
100,39
100,44
100,45
100,46
100,47
100,48
100,49
100,50
100,51
100,52
100,53
100,54
100,55
100,56
100,57
100,58
100,59
100,60
100,61
100,62
100,63
100,64
100,65
100,66
100,67
100,72
100,73
100,74
100,82
100,83
100,86
100,87
100,88
100,89
100,90
100,91
100,92
100,93
100,94
100,95
100,96
100,97
100,100
100,101
100,102
100,103
100,104
100,105
100,106
101,23
101,30
101,31
101,32
101,33
101,34
101,35
101,36
101,37
101,38
101,39
101,40
101,41
101,48
101,49
101,50
101,51
101,52
101,53
101,54
101,55
101,56
101,57
101,58
101,59
101,60
101,61
101,62
101,63
101,64
101,65
101,66
101,73
101,74
101,82
101,83
101,84
101,85
101,86
101,87
101,88
101,89
101,90
101,91
101,92
101,93
101,94
101,95
101,96
101,97
101,100
101,101
101,102
101,103
101,104
101,105
101,106
101,107
102,23
102,31
102,32
102,33
102,34
102,35
102,36
102,38
102,39
102,40
102,41
102,42
102,49
102,50
102,51
102,52
102,53
102,54
102,55
102,56
102,57
102,58
102,59
102,60
102,61
102,62
102,63
102,64
102,65
102,74
102,75
102,80
102,81
102,82
102,83
102,84
102,85
102,86
102,87
102,88
102,89
102,90
102,91
102,92
102,93
102,94
102,95
102,96
102,97
102,101
102,102
102,103
102,104
102,105
102,106
102,107
102,108
102,109
102,110
103,23
103,33
103,34
103,35
103,36
103,38
103,39
103,40
103,41
103,42
103,49
103,50
103,51
103,52
103,53
103,54
103,55
103,56
103,57
103,58
103,59
103,60
103,61
103,62
103,63
103,64
103,65
103,75
103,76
103,80
103,81
103,82
103,85
103,86
103,87
103,88
103,89
103,90
103,91
103,92
103,93
103,94
103,95
103,96
103,101
103,102
103,103
103,104
103,105
103,106
103,107
103,108
103,109
103,110
103,111
104,23
104,38
104,39
104,40
104,41
104,42
104,43
104,51
104,52
104,53
104,54
104,55
104,56
104,57
104,58
104,59
104,60
104,61
104,62
104,63
104,64
104,75
104,76
104,77
104,79
104,80
104,81
104,82
104,84
104,85
104,86
104,87
104,88
104,89
104,90
104,91
104,92
104,93
104,94
104,95
104,96
104,97
104,98
104,99
104,100
104,101
104,102
104,103
104,104
104,105
104,106
104,107
104,108
104,109
104,110
104,111
105,23
105,40
105,41
105,42
105,43
105,53
105,54
105,55
105,56
105,57
105,58
105,59
105,60
105,61
105,62
105,63
105,64
105,76
105,77
105,78
105,79
105,80
105,81
105,82
105,84
105,85
105,86
105,87
105,88
105,89
105,90
105,91
105,92
105,93
105,94
105,95
105,96
105,97
105,98
105,99
105,100
105,101
105,102
105,103
105,104
105,105
105,106
105,107
105,108
105,109
105,110
106,23
106,56
106,57
106,58
106,59
106,60
106,61
106,62
106,63
106,64
106,77
106,78
106,79
106,80
106,81
106,85
106,86
106,87
106,88
106,89
106,90
106,91
106,92
106,93
106,94
106,95
106,96
106,97
106,98
106,99
106,100
106,101
106,102
106,103
106,104
106,105
106,106
106,107
106,108
106,109
107,22
107,23
107,24
107,25
107,26
107,58
107,59
107,60
107,61
107,62
107,63
107,64
107,78
107,79
107,80
107,81
107,85
107,86
107,87
107,88
107,89
107,90
107,91
107,92
107,93
107,94
107,95
107,96
107,98
107,99
107,100
107,101
107,102
107,103
107,104
107,105
107,106
107,107
107,108
108,22
108,23
108,24
108,25
108,26
108,28
108,29
108,30
108,31
108,32
108,61
108,62
108,63
108,64
108,79
108,80
108,81
108,85
108,86
108,87
108,88
108,89
108,90
108,91
108,92
108,93
108,94
108,95
108,96
108,97
108,98
108,99
108,100
108,101
108,102
108,103
108,104
108,105
108,106
108,107
108,108
109,22
109,23
109,24
109,25
109,26
109,28
109,29
109,30
109,31
109,32
109,33
109,34
109,79
109,80
109,81
109,86
109,87
109,88
109,89
109,90
109,91
109,92
109,93
109,94
109,95
109,96
109,97
109,98
109,99
109,100
109,101
109,102
109,103
109,104
109,105
109,106
109,107
109,108
110,22
110,23
110,24
110,25
110,26
110,28
110,29
110,30
110,31
110,32
110,33
110,79
110,80
110,81
110,82
110,86
110,87
